Candidate Id,Employee Id,First Name,Middle Name,Last Name,DegreePercentage,12th/DiplomaPercentage,SSCPercentage,University Name,Native State,Background(CS\NCS),Industrial Training,TrainingExam1Percentage,Exam1Grade,TrainingExam2Percentage,Exam2Grade,IntoProduction,Channel
,,Rakesh,,Mohan M,72.06,85.5,75,NAGU ,Andhra Pradesh,,,,,,,,Online
,,Sameer,Kumar,Musale,67,85.8,87.5,NAGU ,Andhra Pradesh,,,,,,,,Online
,,Kasi,Viswanath,Malhotra,78,93.9,81,NAGU ,Andhra Pradesh,,,,,,,,Referral
,,Leela Maruthi,Srinath Gupta,Mani,76.5,84.8,78,NAGU ,Andhra Pradesh,,,,,,,,Online
C1729,E1729,Sharmila,,Nagaraj,80.03,91.7,90,NAGU ,Andhra Pradesh,NCS,N,91,A,75,B+,1,Referral
C1730,E1730,Rajani,Priya,Mohan,82,94,91,NAGU ,Andhra Pradesh,NCS,N,93,A,87,A,1,Online
C1731,E1731,Sujana,,Narayanan,84.87,94.2,87,NAGU ,Andhra Pradesh,NCS,N,91,A,74,B+,1,Campus Recruitment
C1732,E1732,Kartik,,Malayamukkil,78.5,92.3,88,ANU  ,Andhra Pradesh,NCS,N,69,B,81,A,1,Campus Recruitment
C1733,E1733,Rahul,Rao,Modi,68.96,90.1,85.5,NAGU ,Andhra Pradesh,NCS,N,82,A,68,B,1,Online
C1734,E1734,Sai,Priya,Muralidhara,66,84.4,77,NAGU ,Andhra Pradesh,NCS,N,83,A,68,B,1,Campus Recruitment
C1735,E1735,Santhi,Kanakadurga,Mutsuddy,76.75,90.2,70,NAGU ,Andhra Pradesh,NCS,N,60,C,63,C,0,Campus Recruitment
,,Ashwin,,Kumar,65.83,92,71.1,NAGU ,Andhra Pradesh,,,,,,,,Referral
C1737,E1737,Charan,Raj,Kumar,77.42,94.8,89,NAGU ,Andhra Pradesh,NCS,N,83,A,77,B+,1,Campus Recruitment
,,Mahesh,Babu,Mankar,76.9,91,86.16,ANU  ,Andhra Pradesh,,,,,,,,Online
,,Shanmukha,Srinivas,Nagaraj,88.81,83.6,90.16,NAGU ,Andhra Pradesh,,,,,,,,Walk in Interviews
C1740,,Sravani,,Nallaperumal,75.85,91.8,91,ANU  ,Andhra Pradesh,NCS,N,,,,,,Referral
,,Sai,Prathyusha,Muralidhar,86.81,96.6,90.67,NAGU ,Andhra Pradesh,,,,,,,,Campus Recruitment
C1742,E1742,Divya,,Laharia,77.19,92.2,91.78,NAGU ,Andhra Pradesh,NCS,N,81,A,78,B+,1,Referral
,,Bharat,,Kumar,68.46,79.4,70.1,NAGU ,Andhra Pradesh,,,,,,,,Campus Recruitment
C1744,,Sree Soumya,,Nammi,81.16,92.8,89.16,NAGU ,Andhra Pradesh,NCS,N,,,,,,Online
C1745,E1745,Karanam,Hemanth,Majety,79.22,93.7,85.8,NAGU ,Andhra Pradesh,NCS,N,73,B+,57,C,0,Campus Recruitment
C1746,E1746,Abhishikta,,Kochhar,71.86,96.6,85,NAGU ,Andhra Pradesh,NCS,N,85,A,70,B,1,Referral
C1747,E1747,Raja,Srinivas,Mohan,85.85,94.4,91,NAGU ,Andhra Pradesh,NCS,N,83,A,75,B+,1,Campus Recruitment
C1748,E1748,Sukeerthi,,Narayanan,80.61,95.4,86.67,NAGU ,Andhra Pradesh,NCS,N,81,A,70,B,1,Walk in Interviews
C1749,E1749,S S P,Kasyap,Mundhe,68.83,81,84.9,NAGU ,Andhra Pradesh,NCS,N,60,C,63,C,0,Online
,,Harisha,,Lokhande,79.82,93.8,82.2,NAGU ,Andhra Pradesh,,,,,,,,Campus Recruitment
C1751,E1751,Sravanth,,Nallapothu,79.42,95.9,87.33,NAGU ,Andhra Pradesh,NCS,N,89,A,81,A,1,Referral
,,Naga Venkata,Saileela,Mathur,84.2,91,90.2,ANU  ,Andhra Pradesh,,,,,,,,Campus Recruitment
C1753,E1753,Harika,,Loganathan,72.85,91.6,86,NAGU ,Andhra Pradesh,NCS,N,85,A,89,A,1,Campus Recruitment
,,Daswanth,,Kumawat,76,91,87.83,MSB  ,Andhra Pradesh,,,,,,,,Campus Recruitment
C1755,E1755,Venkata,Sudher Kumar,Omkar,72.3,88.88,75,NAGU ,Andhra Pradesh,NCS,N,60,C,63,C,0,Referral
,,Raja,Veerendra,Mohan,67.4,83.3,85.4,NAGU ,Andhra Pradesh,,,,,,,,Campus Recruitment
C1757,E1757,Rahul,,Moghe,83.05,60.36,84.67,NAGU ,Andhra Pradesh,NCS,N,88,A,82,A,1,Walk in Interviews
C1758,,Syam,Krishna,Nayak,69.9,76.8,80,NAGU ,Andhra Pradesh,NCS,N,,,,,,Walk in Interviews
C1759,E1759,Mohana,Lakshmi,Mathew,74.33,85.6,86.33,JNTU ,Andhra Pradesh,NCS,N,87,A,76,B+,1,Walk in Interviews
C1760,E1760,Sandeep,,Muthuramalingam,78.1,89.1,82.1,KERLU,Andhra Pradesh,NCS,N,84,A,90,A,1,Campus Recruitment
,,Naga,Prasanna,Mathur,73,91.1,85.83,NAGU ,Andhra Pradesh,,,,,,,,Walk in Interviews
C1762,E1762,Sree,Sailaja,Namburi,81.68,93.9,88.33,NAGU ,Andhra Pradesh,NCS,N,84,A,81,A,1,Campus Recruitment
,,Sirisha,,Nair,82.08,96,87.8,NAGU ,Andhra Pradesh,,,,,,,,Online
,,Ruthvik,,Munde,76.02,93.6,81.33,NAGU ,Andhra Pradesh,,,,,,,,Online
C1765,E1765,Sandhya,,Muthusamy,79.27,85.17,80,VTU  ,Karnataka,NCS,N,89,A,85,A,1,Online
C1766,E1766,Ashwin,Wulyarana,Kumar,71.08,87.6,85.6,VTU  ,Karnataka,NCS,N,85,A,84,A,1,Campus Recruitment
C1767,E1767,Janane,Pamadi,Madhav,63.55,71.5,67.2,VTU  ,Karnataka,NCS,N,60,C,63,C,0,Online
,,Harsha Vardhan,Gopala krishna,Luthra,67.69,84.17,79.04,VTU  ,Karnataka,,,,,,,,Referral
C1769,,Bhuvanesh,Kumar,Kumar,65.97,71.66,81.6,VTU  ,Karnataka,NCS,N,,,,,,Online
,,Aashish,,Kini,63.18,80.16,79.2,VTU  ,Karnataka,,,,,,,,Referral
,,Saurav,,Nag,60.5,64.16,67.16,VTU  ,Karnataka,,,,,,,,Online
C1772,,Arjun,,Kshirsagar,62.49,78.33,76.83,VTU  ,Karnataka,NCS,N,,,,,,Online
C1773,,Krashi,Sukumar,Malpe,79.6,79.6,85.5,VTU  ,Karnataka,NCS,N,,,,,,Referral
C1774,E1774,Sneha,,Nair,62.27,69.8,85.16,VTU  ,Karnataka,NCS,N,60,C,63,C,0,Campus Recruitment
C1775,E1775,Nidhi,,Meher,68.58,80.83,82.66,VTU  ,Karnataka,NCS,N,82,A,34,C,0,Referral
,,Sandesh,Veera,Muthuramalingam,67.6,78.6,86.66,VTU  ,Karnataka,,,,,,,,Campus Recruitment
,,Stephitha,,Narasimhan,74,88.5,83.16,VTU  ,Karnataka,,,,,,,,Online
C1778,E1778,Hindola,,M K,69.12,80,85.16,VTU  ,Karnataka,NCS,N,87,A,85,A,1,Walk in Interviews
,,Rajagopal,Ravi,Mohan,73.12,86.2,81.8,VTU  ,Karnataka,,,,,,,,Referral
C1780,,Arjun,,KS,62.09,80,80,VTU  ,Karnataka,NCS,N,,,,,,Campus Recruitment
C1781,E1781,Yashaswini,,Palanisamy,66.28,83,86.2,VTU  ,Karnataka,NCS,N,77,B+,71,B,1,Campus Recruitment
C1782,E1782,Saba,,Muniasamy,60.49,61.1,82,VTU  ,Karnataka,NCS,N,74,B+,67,B,1,Campus Recruitment
C1783,,Uday,Deepak,Nelavalli,78.3,84.2,91.83,VTU  ,Karnataka,NCS,N,,,,,,Online
C1784,E1784,Pulivarthi,Vinay,Mittal,82.73,90,87.2,VTU  ,Karnataka,NCS,N,91,A,78,B+,1,Campus Recruitment
C1785,E1785,Pavan,Kumar,Menon,72.16,85.16,83.36,VTU  ,Karnataka,NCS,N,94,A,70,B,1,Referral
C1786,E1786,Niki,,Mehrotra,67.48,81,71,VTU  ,Karnataka,NCS,N,76,B+,60,C,0,Referral
C1787,E1787,Mitrabinda,,Mathew,60.32,65,86.2,VTU  ,Karnataka,NCS,N,69,B,49,C,0,Walk in Interviews
C1788,,Sumitha,,Natarajan,63.29,65.8,76,VTU  ,Karnataka,NCS,N,,,,,,Online
,,Veerapriya,,Nuthalapati,73.33,86.33,90.4,VTU  ,Karnataka,,,,,,,,Campus Recruitment
,,Raghu,Rama,Mittal,60.42,78,80.33,VTU  ,Karnataka,,,,,,,,Referral
C1791,E1791,Charu,Smitha,Kumar,69.55,87.17,81.83,VTU  ,Karnataka,NCS,N,89,A,70,B,1,Campus Recruitment
C1792,E1792,Rahul,,Modi,65.36,75.33,74.4,VTU  ,Karnataka,NCS,N,80,A,87,A,1,Campus Recruitment
C1793,,Shreekanta,Nelamangala,Nahata,64.14,82.16,68,VTU  ,Karnataka,NCS,N,,,,,,Campus Recruitment
C1794,E1794,Omprakash,Reddy,Mehta,60.68,85,77.28,VTU  ,Karnataka,NCS,N,77,B+,85,A,1,Referral
C1795,E1795,Jitin,,Mahamood,64.33,82.66,79.04,VTU  ,Karnataka,NCS,N,75,B+,66,B,1,Campus Recruitment
C1796,E1796,Rajni,,Mohan,61.4,81.4,77.5,VTU  ,Karnataka,NCS,N,66,B,56,C,0,Walk in Interviews
C1797,E1797,Shruthi,Bathalahalli,Naik,78.61,91.16,88.8,VTU  ,Karnataka,NCS,N,89,A,91,A,1,Walk in Interviews
C1798,E1798,Soundarya,Singh,Nair,79.01,82.83,84.5,VTU  ,Karnataka,NCS,N,90,A,73,B+,1,Walk in Interviews
C1799,,Vinod,Shripad,Pagariya,69.88,82.33,94.24,VTU  ,Karnataka,NCS,N,,,,,,Campus Recruitment
C1800,E1800,Shashank,Hallur,Nagaraja,72.21,90.5,88.32,VTU  ,Karnataka,NCS,N,78,B+,84,A,1,Walk in Interviews
C1801,E1801,Kavitha,Bellikere,Malik,70.44,79.5,79.36,VTU  ,Karnataka,NCS,N,81,A,69,B,1,Referral
C1802,E1802,Sumantha,,Nataraj,67.24,81.16,69.28,VTU  ,Karnataka,NCS,N,71,B,57,C,0,Online
C1803,E1803,Darshana,Mayank,Kumari,70.65,65.83,87.04,VTU  ,Karnataka,NCS,N,74,B+,68,B,1,Online
C1804,E1804,Anurag,,Krishnan,73.6,69,78.8,VTU  ,Karnataka,NCS,N,91,A,87,A,1,Campus Recruitment
C1805,E1805,Neelakantaiah,,Maya,76.5,87.5,88,VTU  ,Karnataka,NCS,N,86,A,85,A,1,Campus Recruitment
C1806,E1806,Vijai,Arokia,P,71.72,81,81.92,VTU  ,Karnataka,NCS,N,79,B+,43,C,0,Online
C1807,E1807,Aditi,,Kochhar,66.2,75.5,70,LUCKU,Rajasthan,NCS,N,84,A,70,B,1,Referral
C1808,E1808,Alka,,Konde,72.56,82.22,67.2,DU   ,Rajasthan,NCS,N,86,A,90,A,1,Referral
C1809,,Karthik,,Malani,7.73,92.41,78.2,SS University,Tamil Nadu,NCS,N,,,,,,Walk in Interviews
,,Vignesh,,P,8.31,93.16,96.6,SS University,Tamil Nadu,,,,,,,,Online
,,Swetha,,Nayak,9.26,95.08,90,SASTR,Tamil Nadu,,,,,,,,Campus Recruitment
C1812,,Vasanthi,,Nohria,7.93,93.9,92.8,ANU  ,Tamil Nadu,NCS,N,,,,,,Referral
C1813,,Sindhuja,,Nair,7.99,90.63,90.63,SASTR,Tamil Nadu,NCS,N,,,,,,Campus Recruitment
C1814,,Shruti,,Naik,6.91,85,74,SS University,Tamil Nadu,NCS,N,,,,,,Campus Recruitment
C1815,E1815,Narmatha,,Maurya,9.15,95.75,90.8,SASTR,Tamil Nadu,NCS,N,91,A,78,B+,1,Campus Recruitment
C1816,E1816,Amirthvarshini,,Kopparapati,8.83,95.92,89.36,SASTR,Tamil Nadu,NCS,N,89,A,86,A,1,Campus Recruitment
C1817,E1817,Raghu,Chandrakanth,Mittal,7.42,86.6,84.5,SASTR,Tamil Nadu,NCS,N,86,A,77,B+,1,Campus Recruitment
,,Ramanarayanan,,Mohapatra,7.26,89.7,86.6,SASTR,Tamil Nadu,,,,,,,,Walk in Interviews
,,Bhargav,Gurappa,Kumar,7.88,90,80.3,SASTR,Tamil Nadu,,,,,,,,Walk in Interviews
C1820,E1820,Ranjith,Simha,Mohta,8.28,92.6,90,SASTR,Tamil Nadu,NCS,N,92,A,86,A,1,Walk in Interviews
C1821,E1821,Sai,Sundhar,Murali,8.01,92.75,93.2,SASTR,Tamil Nadu,NCS,N,73,B+,52,C,0,Campus Recruitment
C1822,E1822,Kaushik,,Malik,7.54,86.9,74.8,SASTR,Tamil Nadu,NCS,N,77,B+,65,B,1,Walk in Interviews
C1823,E1823,Varun,,Nirupama,6.83,89.4,76,SASTR,Tamil Nadu,NCS,N,60,C,63,C,0,Referral
,,Ramakrishnan,,Mohanty,8.93,95.8,82.8,SASTR,Tamil Nadu,,,,,,,,Online
,,Janani,Ganapathy,Madhiraju,8.36,95.42,88.6,SASTR,Tamil Nadu,,,,,,,,Online
C1826,,Kiran,N V Padmakar,Mallikarjunappa,8.82,95.3,83,SASTR,Tamil Nadu,NCS,N,,,,,,Online
,,C Shunmugapriya,,Naik,7.34,89.5,97.2,SASTR,Tamil Nadu,,,,,,,,Referral
C1828,E1828,Niveditha,Ravi,Mehta,8.62,92.25,88,SASTR,Tamil Nadu,NCS,N,80,A,70,B,1,Online
C1829,E1829,Jayamalini,,Mahajan,84,92,89,ANU  ,Tamil Nadu,NCS,N,92,A,89,A,1,Referral
,,Vishnu,Varthan,Pai,82.98,91.92,93.8,ANU  ,Tamil Nadu,,,,,,,,Online
C1831,E1831,Iswarya,,Madaan,84.42,93.75,97,ANU  ,Tamil Nadu,NCS,N,93,A,67,B,1,Campus Recruitment
,,Revathy,,More,78.82,93.33,90.45,ANU  ,Tamil Nadu,,,,,,,,Online
,,Narayanan,,Mathur,80.9,94.4,87.3,ANU  ,Tamil Nadu,,,,,,,,Online
C1834,E1834,Nithya,Lakshmi,Mehta,83.12,95,93,ANU  ,Tamil Nadu,NCS,N,89,A,89,A,1,Referral
C1835,E1835,Vivek,,Pal,75.5,90.83,88.89,ANU  ,Tamil Nadu,NCS,N,84,A,85,A,1,Campus Recruitment
C1836,E1836,Nithya,,Mehta,84.77,93,84,ANU  ,Tamil Nadu,NCS,N,92,A,80,A,1,Campus Recruitment
C1837,E1837,Janani,,Madhavan,86.89,93.83,95.1,ANU  ,Tamil Nadu,NCS,N,90,A,73,B+,1,Campus Recruitment
,,Nandhini,,Mathur,82.55,94,94.6,ANU  ,Tamil Nadu,,,,,,,,Online
C1839,E1839,Malarvizhi,,Mannaje,78,92.9,95.6,ANU  ,Tamil Nadu,NCS,N,91,A,69,B,1,Walk in Interviews
C1840,,Deepthi,,Kurapati,76.77,85.4,86.2,ANU  ,Tamil Nadu,NCS,N,,,,,,Referral
C1841,,Jayalakshmi,,Mahajan,75.9,83.83,80.2,ANU  ,Tamil Nadu,NCS,N,,,,,,Campus Recruitment
C1842,,Sabarna,,Munthaz Abdul,82.66,96.33,91.54,ANU  ,Tamil Nadu,NCS,N,,,,,,Referral
,,Shalini,,Nagaraj,67.73,76.5,70.6,ANU  ,Tamil Nadu,,,,,,,,Campus Recruitment
C1844,,Balaji,,Kumar,75.89,83.75,84.63,ANU  ,Tamil Nadu,NCS,N,,,,,,Online
C1845,,Sathya,Narayanan,Nadkarni,73.76,90.83,93.2,ANU  ,Tamil Nadu,NCS,N,,,,,,Campus Recruitment
C1846,E1846,Haripriya,,Lohar,85.22,92.67,87,ANU  ,Tamil Nadu,NCS,N,88,A,80,A,1,Referral
C1847,E1847,Anamica,Preethi,Kotha,84.9,94.5,96.6,ANU  ,Tamil Nadu,NCS,N,90,A,83,A,1,Referral
C1848,,Jaya,Murugan,Maggon,73.9,90,85,ANU  ,Tamil Nadu,NCS,N,,,,,,Walk in Interviews
C1849,E1849,Alagia,Singam,Komal,71,82.3,92.3,ANU  ,Tamil Nadu,NCS,N,60,C,63,C,0,Online
,,Naveen,,Mavuri,69.62,82.4,84.5,ANG College,Andhra Pradesh,,,,,,,,Campus Recruitment
C1851,,Avinash,Srinivasa,Kumar,67.25,91.1,89.33,ANG College,Andhra Pradesh,NCS,N,,,,,,Referral
C1852,E1852,Rizwan,Ahmed,Muddalakkaiah,70.2,94,88.9,ANG College,Andhra Pradesh,NCS,N,81,A,80,A,1,Campus Recruitment
C1853,E1853,Mithilesh,Krishna,Matharu,71.88,90.17,85.6,ANG College,Andhra Pradesh,NCS,N,86,A,73,B+,1,Campus Recruitment
C1854,,Nagalakshmi,,Mathur,85.1,94.1,88.33,ANG College,Andhra Pradesh,NCS,N,,,,,,Campus Recruitment
C1855,,Deepak,,Kunder,83.04,94.8,90.16,NAGU ,Andhra Pradesh,NCS,N,,,,,,Referral
C1856,E1856,Gopi,Krishna,Lekkala,81.3,90.5,90.3,NAGU ,Andhra Pradesh,NCS,N,81,A,66,B,1,Campus Recruitment
,,Ramya,,Mohideen Abdul Cader,77.5,95.3,90.16,ANG College,Andhra Pradesh,,,,,,,,Walk in Interviews
C1858,,Dilip,,Kurungadan,80.35,94.9,85.5,NAGU ,Andhra Pradesh,NCS,N,,,,,,Walk in Interviews
C1859,E1859,Venkata,Manoja,Ojha,71.28,93.4,84.83,NAGU ,Andhra Pradesh,NCS,N,88,A,87,A,1,Walk in Interviews
C1860,E1860,Praveen,Krishna,Mistry,71.4,92.9,83.66,NAGU ,Andhra Pradesh,NCS,N,60,C,63,C,0,Campus Recruitment
C1861,E1861,Swetha,,Nayak,90.46,97,87,ANG College,Andhra Pradesh,NCS,N,84,A,91,A,1,Walk in Interviews
,,Kalyana,Lakshmi,Maini,72.63,94.3,86.66,NAGU ,Andhra Pradesh,,,,,,,,Referral
C1863,E1863,Bharadwaj,,Kumar,75.14,89.2,88.16,ANG College,Andhra Pradesh,NCS,N,80,A,62,C,0,Online
C1864,,Nikhilesh,,Mehrotra,72.35,84.7,85,NAGU ,Andhra Pradesh,NCS,N,,,,,,Online
C1865,E1865,Anil,Krishna,Koti,87.65,95.8,85.8,NAGU ,Andhra Pradesh,NCS,N,85,A,82,A,1,Online
C1866,E1866,Ramana Sai,Krishna Chaitanya,Mohapatra,89.07,92.9,80.66,NAGU ,Andhra Pradesh,NCS,N,94,A,87,A,1,Referral
,,Eswar,Chaitanya,Lakshmi Kantha Sharma,68.9,81.1,84.2,ANG College,Andhra Pradesh,,,,,,,,Online
,,Irfan,Sharief,Machal,81.4,93.2,88.67,ANG College,Andhra Pradesh,,,,,,,,Referral
C1869,,Anjali,Kumary,Koyikkamannil,83.04,78.7,76,NAGU ,Andhra Pradesh,NCS,N,,,,,,Online
C1870,E1870,Srinivas,Pavan Kumar,Narang,76.72,90.1,82.16,NAGU ,Andhra Pradesh,NCS,N,83,A,76,B+,1,Referral
,,Swathi,,Nautiyal,77.36,88.6,76,NAGU ,Andhra Pradesh,,,,,,,,Online
C1872,E1872,Keerthi,,Mallangada,69.75,86.7,80,NAGU ,Andhra Pradesh,NCS,N,92,A,87,A,1,Online
C1873,E1873,Aswani,,Kumar,88.32,97.2,90.3,ANG College,Andhra Pradesh,NCS,N,93,A,84,A,1,Referral
C1874,E1874,Silpa,,Nair,87.15,96.9,89.2,ANG College,Andhra Pradesh,NCS,N,82,A,86,A,1,Campus Recruitment
C1875,,Bala,saranya,Kumar,85.33,93.1,87.3,ANG College,Andhra Pradesh,NCS,N,,,,,,Referral
C1876,E1876,Vidhyun,Latha,P,83.17,96.2,87.5,ANG College,Andhra Pradesh,NCS,N,86,A,77,B+,1,Campus Recruitment
C1877,,Naga,Sweta,Mathur,85,94.6,91.8,ANG College,Andhra Pradesh,NCS,N,,,,,,Online
C1878,E1878,Durga Naga Shyam,,Lakhani,85.7,94.6,88,ANG College,Andhra Pradesh,NCS,N,87,A,83,A,1,Walk in Interviews
C1879,E1879,Shoiab,Ahmed,Nagi,80.58,95.4,86.66,NAGU ,Andhra Pradesh,NCS,N,69,B,58,C,0,Referral
C1880,E1880,Padmini,,Menon,84.41,96.1,88.67,ANG College,Andhra Pradesh,NCS,N,82,A,86,A,1,Campus Recruitment
,,Sri,Keerthi,Nanda,88.55,94.9,88,NAGU ,Andhra Pradesh,,,,,,,,Referral
,,Naga,Mohan Rao,Mathivanan,80.11,92.7,89,NAGU ,Andhra Pradesh,,,,,,,,Campus Recruitment
C1883,E1883,Vamsi,Krishna,Nikoom,73.04,90.3,87.34,NAGU ,Andhra Pradesh,NCS,N,91,A,83,A,1,Online
,,Srineetha,,Nanjunda Swamy,85.82,96.1,91.34,NAGU ,Andhra Pradesh,,,,,,,,Campus Recruitment
C1885,,Raghava,Phani Krishna,Mittal,91.7,97.6,87.8,NAGU ,Andhra Pradesh,NCS,N,,,,,,Referral
,,Nagi Reddy,,Mathur,71.45,93,85.5,NAGU ,Andhra Pradesh,,,,,,,,Referral
C1887,,Swetha,,Nawandar,89.39,97.3,91.46,NAGU ,Andhra Pradesh,NCS,N,,,,,,Walk in Interviews
C1888,,Krishna,Praveen,Malu,77.9,92.5,70.6,NAGU ,Andhra Pradesh,NCS,N,,,,,,Online
,,Malathi,,Manne,89.47,93.7,83.8,NAGU ,Andhra Pradesh,,,,,,,,Campus Recruitment
,,Phaneendra,,Menon,81.12,87.2,87,NAGU ,Andhra Pradesh,,,,,,,,Referral
C1891,E1891,Amulya,,Kotalwar,85.71,97.1,89.83,NAGU ,Andhra Pradesh,NCS,N,91,A,89,A,1,Campus Recruitment
C1892,E1892,Sampath,Kumar,Mutha,69.06,93.9,89.17,NAGU ,Andhra Pradesh,NCS,N,80,A,74,B+,1,Campus Recruitment
C1893,E1893,Santhi,,Muzammil,78.24,92.9,82.5,NAGU ,Andhra Pradesh,NCS,N,71,B,48,C,0,Campus Recruitment
,,Dilip Kumar,Raju,Kushwaha,68.37,93.5,81.33,ANG College,Andhra Pradesh,,,,,,,,Referral
C1895,E1895,Siva,Subbaiah Chowdary,Nair,78.67,86.5,76,NAGU ,Andhra Pradesh,NCS,N,93,A,80,A,1,Campus Recruitment
C1896,E1896,Shylesh,Babu,Naik,71.79,92.2,80.66,NAGU ,Andhra Pradesh,NCS,N,60,C,63,C,0,Walk in Interviews
C1897,E1897,Santosh,Raviteja,N,83.59,92.1,88.83,NAGU ,Andhra Pradesh,NCS,N,89,A,87,A,1,Walk in Interviews
C1898,,Athikhu,,Kumar,79.6,92.8,83.8,ANG College,Andhra Pradesh,NCS,N,,,,,,Walk in Interviews
C1899,E1899,Bhavya,,Kumar,78.18,86.8,84.6,ANG College,Andhra Pradesh,NCS,N,82,A,49,C,0,Campus Recruitment
C1900,,Amritha,Leela,Kotak,7.37,76.5,85,KU Engineering college,Tamil Nadu,NCS,N,,,,,,Walk in Interviews
,,Nehemiah,,Meenakshi Sundaram,7.4,89.3,87.7,KU Engineering college,Tamil Nadu,,,,,,,,Referral
,,D,Jack,Kumaresan,8.08,80,90,KU Engineering college,Tamil Nadu,,,,,,,,Online
C1903,,Infant,Roach Sunil,M S,6.51,83.25,82.27,KU Engineering college,Tamil Nadu,NCS,N,,,,,,Online
,,Krishna Moorthi,Sandeep,Malviya,8.92,95.78,90.2,KU Engineering college,Tamil Nadu,,,,,,,,Online
C1905,E1905,Avinash,Rufus Singh,Kumar,5.84,72.3,81.81,KU Engineering college,Tamil Nadu,NCS,N,75,B+,77,B+,1,Referral
,,Maniraj,A,Manoor,8.68,84.5,84.01,KU Engineering college,Tamil Nadu,,,,,,,,Online
,,Shruthi,Rajan,Naik,7.89,95.5,90.81,KU Engineering college,Tamil Nadu,,,,,,,,Referral
C1908,E1908,Merin,Mary,Maskibail,7.99,83.33,91.66,KU Engineering college,Tamil Nadu,NCS,N,60,C,63,C,0,Online
C1909,,C,Belinda,Kumar,8.12,89.91,90.54,KU Engineering college,Tamil Nadu,NCS,N,,,,,,Referral
C1910,,Saju,,Murthy,8.17,73,78,KU Engineering college,Tamil Nadu,NCS,N,,,,,,Online
C1911,E1911,Michael,Kurien,Matam Pusala,7.6,77.2,84.83,KU Engineering college,Tamil Nadu,NCS,N,85,A,76,B+,1,Campus Recruitment
C1912,E1912,Sweta,,Naveen,7.93,67.5,84.85,Deemed University,Rajasthan,NCS,N,83,A,71,B,1,Referral
C1913,,Anamika,,Kotha,6.73,84.6,86,MITS (Deemed University),Rajasthan,NCS,N,,,,,,Campus Recruitment
C1914,E1914,Astha,,Kumar,6.09,78.4,88,WBUOT,Rajasthan,NCS,N,80,A,74,B+,1,Referral
C1915,E1915,Lavan,,Mandal,7.4,75.55,78.4,BPUOT,Rajasthan,NCS,N,97,A,91,A,1,Campus Recruitment
,,Preeti,,Mittal,8.13,87,86.4,Deemed University,Rajasthan,,,,,,,,Online
C1917,,Charu,,Kumar,7.51,80,81.5,WBUOT,Rajasthan,NCS,N,,,,,,Walk in Interviews
C1918,E1918,Khushbu,,Mallesh,8.09,82.8,84.6,UPTEU,Rajasthan,NCS,N,94,A,85,A,1,Referral
,,Richa,,Motamarri,7.46,76,76,WBUOT,Rajasthan,,,,,,,,Campus Recruitment
,,Puja,,Mittal,7.18,79.2,87,MITs University,Rajasthan,,,,,,,,Referral
C1921,E1921,Lavina,,Mangal,9.24,84.6,85.2,MITS (Deemed University),Rajasthan,NCS,N,93,A,81,A,1,Campus Recruitment
C1922,,Swati,,Navamani,6.95,77.6,85.2,WBUOT,Rajasthan,NCS,N,,,,,,Online
C1923,,Vikram,,Padaki,72.35,92.17,85.6,ADU  ,Karnataka,NCS,N,,,,,,Campus Recruitment
C1924,E1924,Piancy,,Menon,6.91,79.5,89,ADU  ,Tamil Nadu,NCS,N,60,C,63,C,0,Referral
C1925,E1925,Malini,,Manne,79.88,86.34,78.88,RGPRV,Karnataka,NCS,N,81,A,68,B,1,Referral
,,Euphrene,Poorna,Lakshminarayanan,6.3,65.6,77.3,ADU  ,Tamil Nadu,,,,,,,,Walk in Interviews
C1927,E1927,M,Jeba,Mahajan,6.71,72,69.99,RGPRV,Tamil Nadu,NCS,N,77,B+,82,A,1,Online
C1928,E1928,Donna,,Lahoti,8.23,69,80.6,KU Engineering college,Tamil Nadu,NCS,N,60,C,63,C,0,Campus Recruitment
C1929,E1929,Akansha,,Kolachalama,8.74,74.4,85.6,KU Engineering college,Tamil Nadu,NCS,N,87,A,75,B+,1,Referral
C1930,E1930,Bhanu,Tanuricha,Kumar,8.53,67.8,86.2,ADU  ,Tamil Nadu,NCS,N,73,B+,66,B,1,Campus Recruitment
C1931,E1931,Sumalatha,,Narayanaswamy,68.95,88,88.8,RGPRV,Karnataka,NCS,N,77,B+,71,B,1,Campus Recruitment
C1932,E1932,Rino,Rose,Moturi,8.13,78.6,89.6,KU Engineering college,Tamil Nadu,NCS,N,80,A,73,B+,1,Campus Recruitment
C1933,E1933,Zerubbabel,Mckenzie John,Pamnani,6.4,90.3,77.6,KU Engineering college,Tamil Nadu,NCS,N,77,B+,74,B+,1,Referral
C1934,E1934,Vinay,,Padam,7.65,87.7,87.7,KU Engineering college,Tamil Nadu,NCS,N,85,A,81,A,1,Campus Recruitment
C1935,E1935,Bastin,Raj,Kumar,8.31,95.6,96.8,KU Engineering college,Tamil Nadu,NCS,N,60,C,63,C,0,Walk in Interviews
C1936,,Deepa,Chandrashekhar,Kumble,74.65,90.5,88.8,VTU  ,Karnataka,NCS,N,,,,,,Walk in Interviews
C1937,,Jenifer,Shanthini,Mahajan,8,84.33,86.27,D A V V,Tamil Nadu,NCS,N,,,,,,Walk in Interviews
C1938,E1938,Angelina,Soundara,Kothinti,6.96,84,82,KU Engineering college,Tamil Nadu,NCS,N,60,C,63,C,0,Campus Recruitment
